FLUKE 287,  V1.16,38020004,,,,,,,,
19,Min,72.4,45:49.3,,,,,,,
19,Max,75.8,45:50.4,,,,,,,
20,Sample,77.2,45:50.8,77.2,,,,,,
20,Max,77.2,45:50.8,,,,,,,
20,Min,77.2,45:50.8,,,,,,,
21,Sample,78.3,45:51.2,79.56666667,,,,,,
21,Min,78.3,45:51.2,,,,,,,
21,Max,81,45:52.0,,,,,,,
22,Sample,82.2,45:52.3,82.85,,,,,,
22,Min,82.2,45:52.3,,,,,,,
22,Max,83.5,45:52.6,,,,,,,
23,Sample,85.1,45:53.1,86.3,,,,,,
23,Min,85.1,45:53.1,,,,,,,
23,Max,87.5,45:53.8,,,,,,,
24,Sample,89.4,45:54.2,90.8,,,,,,
24,Min,89.4,45:54.2,,,,,,,
24,Max,92.2,45:54.9,,,,,,,
25,Sample,94.3,45:55.3,95.83333333,,,,,,
25,Min,94.3,45:55.3,,,,,,,
25,Max,97.4,45:56.0,,,,,,,
26,Sample,99.6,45:56.5,100.35,,,,,,
26,Min,99.6,45:56.5,,,,,,,
26,Max,101.1,45:56.8,,,,,,,
27,Sample,102.6,45:57.1,104.5,,,,,,
27,Min,102.6,45:57.1,,,,,,,
27,Max,106.2,45:57.9,,,,,,,
28,Sample,107.8,45:58.2,108.8,,,,,,
28,Min,107.8,45:58.2,,,,,,,
28,Max,109.8,45:58.7,,,,,,,
29,Sample,111.1,45:59.0,112.98,,,,,,
29,Min,111.1,45:59.0,,,,,,,
29,Max,115.3,46:00.5,,,,,,,
30,Sample,116.7,46:01.0,116.7,,,,,,
30,Max,116.7,46:01.0,,,,,,,
30,Min,116.7,46:01.0,,,,,,,
31,Sample,117.8,46:01.3,120,,,,,,
31,Min,117.8,46:01.3,,,,,,,
31,Max,122.3,46:02.4,,,,,,,
32,Sample,123.6,46:02.7,123.6,,,,,,
32,Max,123.6,46:02.7,,,,,,,
32,Min,123.6,46:02.7,,,,,,,
33,Sample,124.7,46:03.2,126.7833333,,,,,,
33,Min,124.7,46:03.2,,,,,,,
33,Max,129.3,46:05.0,,,,,,,
34,Sample,130.5,46:05.4,133.32,,,,,,
34,Min,130.5,46:05.4,,,,,,,
34,Max,136.3,46:06.9,,,,,,,
35,Sample,137.5,46:07.2,139.96,,,,,,
35,Min,137.5,46:07.2,,,,,,,
35,Max,142.2,46:08.8,,,,,,,
36,Sample,142.7,46:09.1,144.52,,,,,,
36,Min,142.7,46:09.1,,,,,,,
36,Max,146.4,46:10.6,,,,,,,
37,Sample,147.2,46:11.0,147.95,,,,,,
37,Min,147.2,46:11.0,,,,,,,
37,Max,148.9,46:12.8,,,,,,,
38,Sample,149.2,46:13.3,150.28,,,,,,
38,Min,149.2,46:13.3,,,,,,,
38,Max,151.3,46:14.7,,,,,,,
39,Sample,151.3,46:15.1,151.06,,,,,,
39,Max,151.3,46:15.1,,,,,,,
39,Min,150.9,46:16.7,,,,,,,
40,Sample,150.8,46:17.0,149.95,,,,,,
40,Max,150.8,46:17.0,,,,,,,
40,Min,149,46:18.9,,,,,,,
41,Sample,148.6,46:19.2,146.96,,,,,,
41,Max,148.6,46:19.2,,,,,,,
41,Min,144.9,46:20.7,,,,,,,
42,Sample,142.8,46:21.1,139.875,,,,,,
42,Max,142.8,46:21.1,,,,,,,
42,Min,136.4,46:22.3,,,,,,,
43,Sample,134.2,46:22.6,133.15,,,,,,
43,Max,134.2,46:22.6,,,,,,,
43,Min,132.1,46:22.9,,,,,,,
44,Sample,129,46:23.4,126.8,,,,,,
44,Max,129,46:23.4,,,,,,,
44,Min,124.6,46:24.1,,,,,,,
45,Sample,121.5,46:24.5,120.4,,,,,,
45,Max,121.5,46:24.5,,,,,,,
45,Min,119.3,46:24.8,,,,,,,
46,Sample,117.2,46:25.2,114.5333333,,,,,,
46,Max,117.2,46:25.2,,,,,,,
46,Min,112.2,46:26.0,,,,,,,
47,Sample,110.2,46:26.3,108.9,,,,,,
47,Max,110.2,46:26.3,,,,,,,
47,Min,107.6,46:26.8,,,,,,,
48,Sample,105.9,46:27.1,104.1,,,,,,
48,Max,105.9,46:27.1,,,,,,,
48,Min,102.1,46:27.9,,,,,,,
49,Sample,100.6,46:28.2,99.9,,,,,,
49,Max,100.6,46:28.2,,,,,,,
49,Min,99.2,46:28.5,,,,,,,
50,Sample,97.3,46:29.0,95.275,,,,,,
50,Max,97.3,46:29.0,,,,,,,
50,Min,93.1,46:30.1,,,,,,,
51,Sample,91.9,46:30.4,91.35,,,,,,
51,Max,91.9,46:30.4,,,,,,,
51,Min,90.8,46:30.8,,,,,,,
52,Sample,89.2,46:31.2,87.45,,,,,,
52,Max,89.2,46:31.2,,,,,,,
52,Min,85.5,46:32.4,,,,,,,
53,Sample,84.4,46:32.7,84.4,,,,,,
53,Max,84.4,46:32.7,,,,,,,
53,Min,84.4,46:32.7,,,,,,,
54,Sample,83.4,46:33.0,81.525,,,,,,
54,Max,83.4,46:33.0,,,,,,,
54,Min,79.9,46:34.1,,,,,,,
55,Sample,78.5,46:34.6,78,,,,,,
55,Max,78.5,46:34.6,,,,,,,
55,Min,77.5,46:34.9,,,,,,,
56,Sample,76.6,46:35.3,75,,,,,,
56,Max,76.6,46:35.3,,,,,,,
56,Min,73.6,46:36.4,,,,,,,
57,Sample,72.3,46:36.9,72.3,,,,,,
57,Max,72.3,46:36.9,,,,,,,
57,Min,72.3,46:36.9,,,,,,,
58,Sample,71.5,46:37.2,70.125,,,,,,
58,Max,71.5,46:37.2,,,,,,,
58,Min,68.7,46:38.3,,,,,,,
59,Sample,67.9,46:38.6,67.9,,,,,,
59,Max,67.9,46:38.6,,,,,,,
59,Min,67.9,46:38.6,,,,,,,
60,Sample,66.8,46:39.1,65.65,,,,,,
60,Max,66.8,46:39.1,,,,,,,
60,Min,64.4,46:40.2,,,,,,,
61,Sample,63.6,46:40.5,63.3,,,,,,
61,Max,63.6,46:40.5,,,,,,,
61,Min,63,46:40.9,,,,,,,
62,Sample,62.1,46:41.3,60.7,,,,,,
62,Max,62.1,46:41.3,,,,,,,
62,Min,59.3,46:42.8,,,,,,,
63,Sample,58.6,46:43.1,57.28,,,,,,
63,Max,58.6,46:43.1,,,,,,,
63,Min,56,46:44.7,,,,,,,
64,Sample,55.5,46:45.0,54.48,,,,,,
64,Max,55.5,46:45.0,,,,,,,
64,Min,53.5,46:46.5,,,,,,,
65,Sample,52.9,46:46.9,52.9,,,,,,
65,Max,52.9,46:46.9,,,,,,,
65,Min,52.9,46:46.9,,,,,,,
66,Sample,52.5,46:47.3,51.56,,,,,,
66,Max,52.5,46:47.3,,,,,,,
66,Min,50.7,46:48.7,,,,,,,
67,Sample,50.1,46:49.2,49.16666667,,,,,,
67,Max,50.1,46:49.2,,,,,,,
67,Min,48.2,46:50.9,,,,,,,
68,Sample,47.7,46:51.4,46.96,,,,,,
68,Max,47.7,46:51.4,,,,,,,
68,Min,46.2,46:52.8,,,,,,,
69,Sample,45.9,46:53.2,45.22,,,,,,
69,Max,45.9,46:53.2,,,,,,,
69,Min,44.6,46:54.8,,,,,,,
70,Sample,44.4,46:55.1,43.96,,,,,,
70,Max,44.4,46:55.1,,,,,,,
70,Min,43.6,46:56.5,,,,,,,
71,Sample,43.4,46:57.0,43.01666667,,,,,,
71,Max,43.4,46:57.0,,,,,,,
71,Min,42.7,46:58.8,,,,,,,
72,Sample,42.5,46:59.3,42.28,,,,,,
72,Max,42.5,46:59.3,,,,,,,
72,Min,42,47:00.7,,,,,,,
73,Sample,41.8,47:01.0,41.38333333,,,,,,
73,Max,41.8,47:01.0,,,,,,,
73,Min,41,47:02.9,,,,,,,
74,Sample,40.9,47:03.3,40.64,,,,,,
74,Max,40.9,47:03.3,,,,,,,
74,Min,40.4,47:04.8,,,,,,,
75,Sample,40.3,47:05.2,40.12,,,,,,
75,Max,40.3,47:05.2,,,,,,,
75,Min,39.9,47:06.6,,,,,,,
76,Sample,39.9,47:07.1,39.66666667,,,,,,
76,Max,39.9,47:07.1,,,,,,,
76,Min,39.4,47:08.9,,,,,,,
77,Sample,39.3,47:09.3,39.18,,,,,,
77,Max,39.3,47:09.3,,,,,,,
77,Min,39.1,47:10.5,,,,,,,
78,Sample,39,47:11.1,38.8,,,,,,
78,Max,39,47:11.1,,,,,,,
78,Min,38.6,47:12.7,,,,,,,
79,Sample,38.5,47:13.0,38.3,,,,,,
79,Max,38.5,47:13.0,,,,,,,
79,Min,38.1,47:14.9,,,,,,,
80,Sample,38.1,47:15.3,37.9,,,,,,
80,Max,38.1,47:15.3,,,,,,,
80,Min,37.7,47:16.7,,,,,,,
81,Sample,37.7,47:17.2,37.48333333,,,,,,
81,Max,37.7,47:17.2,,,,,,,
81,Min,37.3,47:19.0,,,,,,,
82,Sample,37.2,47:19.4,37.06,,,,,,
82,Max,37.2,47:19.4,,,,,,,
82,Min,36.9,47:20.9,,,,,,,
83,Sample,36.9,47:21.2,36.76,,,,,,
83,Max,36.9,47:21.2,,,,,,,
83,Min,36.6,47:22.8,,,,,,,
84,Sample,36.5,47:23.1,36.42,,,,,,
84,Max,36.5,47:23.1,,,,,,,
84,Min,36.3,47:24.6,,,,,,,
85,Sample,36.3,47:25.0,36.11666667,,,,,,
85,Max,36.3,47:25.0,,,,,,,
85,Min,36,47:26.5,,,,,,,
86,Sample,35.9,47:27.3,35.8,,,,,,
86,Max,35.9,47:27.3,,,,,,,
86,Min,35.7,47:28.4,,,,,,,
87,Sample,35.6,47:29.0,35.5,,,,,,
87,Max,35.6,47:29.0,,,,,,,
87,Min,35.4,47:30.6,,,,,,,
88,Sample,35.4,47:31.3,35.26,,,,,,
88,Max,35.4,47:31.3,,,,,,,
88,Min,35.2,47:32.1,,,,,,,
89,Sample,35.1,47:33.2,35.02,,,,,,
89,Max,35.1,47:33.2,,,,,,,
89,Min,34.9,47:34.7,,,,,,,
90,Sample,34.9,47:35.1,34.75,,,,,,
90,Max,34.9,47:35.1,,,,,,,
90,Min,34.6,47:36.9,,,,,,,
91,Sample,34.6,47:37.4,34.52,,,,,,
91,Max,34.6,47:37.4,,,,,,,
91,Min,34.5,47:37.7,,,,,,,
92,Sample,34.5,47:39.1,36.475,,,,,,
92,Min,34.5,47:39.1,,,,,,,
92,Max,38.4,47:40.3,,,,,,,
93,Sample,40.2,47:40.7,40.2,,,,,,
93,Max,40.2,47:40.7,,,,,,,
93,Min,40.2,47:40.7,,,,,,,
94,Sample,41.4,47:41.0,43.98,,,,,,
94,Min,41.4,47:41.0,,,,,,,
94,Max,46.5,47:42.5,,,,,,,
95,Sample,48.4,47:43.0,48.4,,,,,,
95,Max,48.4,47:43.0,,,,,,,
95,Min,48.4,47:43.0,,,,,,,
96,Sample,49.8,47:43.3,50.45,,,,,,
96,Min,49.8,47:43.3,,,,,,,
96,Max,51.1,47:43.6,,,,,,,
97,Sample,53,47:44.1,54.2,,,,,,
97,Min,53,47:44.1,,,,,,,
97,Max,55.4,47:44.7,,,,,,,
98,Sample,57.1,47:45.2,58.33333333,,,,,,
98,Min,57.1,47:45.2,,,,,,,
98,Max,59.6,47:45.9,,,,,,,
99,Sample,61.2,47:46.3,61.8,,,,,,
99,Min,61.2,47:46.3,,,,,,,
99,Max,62.4,47:46.7,,,,,,,
100,Sample,63.5,47:47.0,64.93333333,,,,,,
100,Min,63.5,47:47.0,,,,,,,
100,Max,66.2,47:47.8,,,,,,,
101,Sample,67.4,47:48.1,68.76666667,,,,,,
101,Min,67.4,47:48.1,,,,,,,
101,Max,70,47:48.9,,,,,,,
102,Sample,71.1,47:49.2,73,,,,,,
102,Min,71.1,47:49.2,,,,,,,
102,Max,74.7,47:50.3,,,,,,,
103,Sample,76.1,47:50.8,76.1,,,,,,
103,Max,76.1,47:50.8,,,,,,,
103,Min,76.1,47:50.8,,,,,,,
104,Sample,77,47:51.1,78.575,,,,,,
104,Min,77,47:51.1,,,,,,,
104,Max,80.2,47:52.2,,,,,,,
105,Sample,81.2,47:52.6,81.2,,,,,,
105,Max,81.2,47:52.6,,,,,,,
105,Min,81.2,47:52.6,,,,,,,
106,Sample,82.6,47:53.0,84.35,,,,,,
106,Min,82.6,47:53.0,,,,,,,
106,Max,86.4,47:54.2,,,,,,,
107,Sample,87.5,47:54.5,88.05,,,,,,
107,Min,87.5,47:54.5,,,,,,,
107,Max,88.6,47:54.8,,,,,,,
108,Sample,90.1,47:55.3,91.95,,,,,,
108,Min,90.1,47:55.3,,,,,,,
108,Max,94.1,47:56.4,,,,,,,
109,Sample,94.7,47:56.7,94.7,,,,,,
109,Max,94.7,47:56.7,,,,,,,
109,Min,94.7,47:56.7,,,,,,,
110,Sample,95.4,47:57.1,97.725,,,,,,
110,Min,95.4,47:57.1,,,,,,,
110,Max,99.9,47:58.2,,,,,,,
111,Sample,101.3,47:58.6,101.3,,,,,,
111,Max,101.3,47:58.6,,,,,,,
111,Min,101.3,47:58.6,,,,,,,
112,Sample,102,47:59.0,104.125,,,,,,
112,Min,102,47:59.0,,,,,,,
112,Max,106.3,48:00.1,,,,,,,
113,Sample,107.7,48:00.4,108.15,,,,,,
113,Min,107.7,48:00.4,,,,,,,
113,Max,108.6,48:00.9,,,,,,,
114,Sample,109.3,48:01.2,111.6,,,,,,
114,Min,109.3,48:01.2,,,,,,,
114,Max,114,48:02.3,,,,,,,
115,Sample,114.9,48:02.7,114.9,,,,,,
115,Max,114.9,48:02.7,,,,,,,
115,Min,114.9,48:02.7,,,,,,,
116,Sample,116,48:03.1,117.95,,,,,,
116,Min,116,48:03.1,,,,,,,
116,Max,120.2,48:04.2,,,,,,,
117,Sample,121.3,48:04.6,121.55,,,,,,
117,Min,121.3,48:04.6,,,,,,,
117,Max,121.8,48:04.9,,,,,,,
118,Sample,123.1,48:05.4,125.86,,,,,,
118,Min,123.1,48:05.4,,,,,,,
118,Max,128.4,48:06.8,,,,,,,
119,Sample,129.5,48:07.1,132.1,,,,,,
119,Min,129.5,48:07.1,,,,,,,
119,Max,134.5,48:08.7,,,,,,,
120,Sample,134.8,48:09.1,137.05,,,,,,
120,Min,134.8,48:09.1,,,,,,,
120,Max,139.6,48:11.0,,,,,,,
121,Sample,140.4,48:11.3,142.54,,,,,,
121,Min,140.4,48:11.3,,,,,,,
121,Max,144.3,48:12.8,,,,,,,
122,Sample,144.7,48:13.2,145.34,,,,,,
122,Min,144.7,48:13.2,,,,,,,
122,Max,146.3,48:14.7,,,,,,,
123,Sample,146.5,48:15.0,148.5333333,,,,,,
123,Min,146.5,48:15.0,,,,,,,
123,Max,150.3,48:16.9,,,,,,,
124,Sample,150.5,48:17.2,150.86,,,,,,
124,Min,150.5,48:17.2,,,,,,,
124,Max,151,48:18.0,,,,,,,
125,Sample,150.7,48:19.2,149.98,,,,,,
125,Max,150.7,48:19.2,,,,,,,
125,Min,149.2,48:20.6,,,,,,,
126,Sample,148.7,48:21.1,147.4,,,,,,
126,Max,148.7,48:21.1,,,,,,,
126,Min,145.9,48:22.9,,,,,,,
127,Sample,144.9,48:23.3,143.58,,,,,,
127,Max,144.9,48:23.3,,,,,,,
127,Min,142.2,48:24.8,,,,,,,
128,Sample,141.5,48:25.1,138.8,,,,,,
128,Max,141.5,48:25.1,,,,,,,
128,Min,135.6,48:26.7,,,,,,,
129,Sample,133.9,48:27.0,130.825,,,,,,
129,Max,133.9,48:27.0,,,,,,,
129,Min,127.8,48:28.1,,,,,,,
130,Sample,126,48:28.5,124.85,,,,,,
130,Max,126,48:28.5,,,,,,,
130,Min,123.7,48:28.9,,,,,,,
131,Sample,122.1,48:29.3,119.55,,,,,,
131,Max,122.1,48:29.3,,,,,,,
131,Min,117.1,48:30.4,,,,,,,
132,Sample,115.7,48:30.7,115.7,,,,,,
132,Max,115.7,48:30.7,,,,,,,
132,Min,115.7,48:30.7,,,,,,,
133,Sample,113.9,48:31.2,111.36,,,,,,
133,Max,113.9,48:31.2,,,,,,,
133,Min,108.8,48:32.6,,,,,,,
134,Sample,107.9,48:32.9,107.9,,,,,,
134,Max,107.9,48:32.9,,,,,,,
134,Min,107.9,48:32.9,,,,,,,
135,Sample,106.7,48:33.4,105.1,,,,,,
135,Max,106.7,48:33.4,,,,,,,
135,Min,103.6,48:34.9,,,,,,,
136,Sample,102.9,48:35.2,101.58,,,,,,
136,Max,102.9,48:35.2,,,,,,,
136,Min,100.3,48:36.8,,,,,,,
137,Sample,99.7,48:37.1,98.26,,,,,,
137,Max,99.7,48:37.1,,,,,,,
137,Min,96.8,48:38.6,,,,,,,
138,Sample,95.8,48:39.0,93.8,,,,,,
138,Max,95.8,48:39.0,,,,,,,
138,Min,91.8,48:40.8,,,,,,,
139,Sample,90.8,48:41.3,89.3,,,,,,
139,Max,90.8,48:41.3,,,,,,,
139,Min,87.8,48:42.7,,,,,,,
140,Sample,87.2,48:43.0,85.36666667,,,,,,
140,Max,87.2,48:43.0,,,,,,,
140,Min,83.7,48:44.9,,,,,,,
141,Sample,83.2,48:45.3,81.94,,,,,,
141,Max,83.2,48:45.3,,,,,,,
141,Min,80.8,48:46.9,,,,,,,
142,Sample,80.3,48:47.2,79.26,,,,,,
142,Max,80.3,48:47.2,,,,,,,
142,Min,78.3,48:48.6,,,,,,,
143,Sample,77.7,48:49.1,76.75,,,,,,
143,Max,77.7,48:49.1,,,,,,,
143,Min,75.8,48:50.9,,,,,,,
144,Sample,75.3,48:51.3,74.72,,,,,,
144,Max,75.3,48:51.3,,,,,,,
144,Min,74.1,48:52.8,,,,,,,
145,Sample,73.8,48:53.1,73.14,,,,,,
145,Max,73.8,48:53.1,,,,,,,
145,Min,72.5,48:54.7,,,,,,,
146,Sample,72.2,48:55.0,71.56666667,,,,,,
146,Max,72.2,48:55.0,,,,,,,
146,Min,70.9,48:57.0,,,,,,,
147,Sample,70.7,48:57.3,70.24,,,,,,
147,Max,70.7,48:57.3,,,,,,,
147,Min,69.8,48:58.7,,,,,,,
148,Sample,69.6,48:59.2,69.14,,,,,,
148,Max,69.6,48:59.2,,,,,,,
148,Min,68.7,49:00.6,,,,,,,
149,Sample,68.6,49:01.0,68.05,,,,,,
149,Max,68.6,49:01.0,,,,,,,
149,Min,67.6,49:02.9,,,,,,,
150,Sample,67.4,49:03.2,67.06,,,,,,
150,Max,67.4,49:03.2,,,,,,,
150,Min,66.7,49:04.8,,,,,,,
151,Sample,66.6,49:05.1,66.26,,,,,,
151,Max,66.6,49:05.1,,,,,,,
151,Min,66,49:06.6,,,,,,,
152,Sample,65.8,49:07.0,65.41666667,,,,,,
152,Max,65.8,49:07.0,,,,,,,
152,Min,65.1,49:08.8,,,,,,,
153,Sample,65,49:09.3,64.74,,,,,,
153,Max,65,49:09.3,,,,,,,
153,Min,64.5,49:10.7,,,,,,,
154,Sample,64.3,49:11.1,64.08,,,,,,
154,Max,64.3,49:11.1,,,,,,,
154,Min,63.8,49:12.6,,,,,,,
155,Sample,63.7,49:13.0,63.43333333,,,,,,
155,Max,63.7,49:13.0,,,,,,,
155,Min,63.1,49:14.9,,,,,,,
156,Sample,63,49:15.2,62.8,,,,,,
156,Max,63,49:15.2,,,,,,,
156,Min,62.6,49:16.7,,,,,,,
157,Sample,62.5,49:17.1,62.25,,,,,,
157,Max,62.5,49:17.1,,,,,,,
157,Min,62,49:18.9,,,,,,,
158,Sample,61.9,49:19.4,61.7,,,,,,
158,Max,61.9,49:19.4,,,,,,,
158,Min,61.5,49:20.8,,,,,,,
159,Sample,61.5,49:21.1,61.26,,,,,,
159,Max,61.5,49:21.1,,,,,,,
159,Min,61.1,49:22.7,,,,,,,
160,Sample,61,49:23.1,60.75,,,,,,
160,Max,61,49:23.1,,,,,,,
160,Min,60.5,49:25.0,,,,,,,
161,Sample,60.4,49:25.3,60.28,,,,,,
161,Max,60.4,49:25.3,,,,,,,
161,Min,60.1,49:26.8,,,,,,,
162,Sample,60,49:27.2,59.84,,,,,,
162,Max,60,49:27.2,,,,,,,
162,Min,59.7,49:28.7,,,,,,,
163,Sample,59.6,49:29.0,59.41666667,,,,,,
163,Max,59.6,49:29.0,,,,,,,
163,Min,59.2,49:30.9,,,,,,,
164,Sample,59.2,49:31.2,59.02,,,,,,
164,Max,59.2,49:31.2,,,,,,,
164,Min,58.9,49:32.4,,,,,,,
165,Sample,58.8,49:33.1,58.7,,,,,,
165,Max,58.8,49:33.1,,,,,,,
165,Min,58.5,49:34.6,,,,,,,
166,Sample,58.5,49:35.1,58.36666667,,,,,,
166,Max,58.5,49:35.1,,,,,,,
166,Min,58.3,49:36.2,,,,,,,
167,Sample,58.2,49:37.3,58.1,,,,,,
167,Max,58.2,49:37.3,,,,,,,
167,Min,58,49:38.4,,,,,,,
168,Sample,57.9,49:39.1,,,,,,,
