FLUKE 287,  V1.16,38020004,,,,,,,,,,,,
333,Sample,-25.6,57:22.2,-25.87586207,,,,,,,,,,
333,Max,-24.7,57:27.3,,,,,,,,,,,
333,Min,-26.6,57:36.4,,,,,,,,,,,
334,Sample,-26.8,57:36.8,-27.25492958,,,,,,,,,,
334,Min,-27.8,57:38.3,,,,,,,,,,,
334,Max,-25.9,57:45.4,,,,,,,,,,,
335,Sample,-25.7,57:45.8,-26.17142857,,,,,,,,,,
335,Max,-25.7,57:45.8,,,,,,,,,,,
335,Min,-26.6,57:57.4,,,,,,,,,,,
336,Sample,-27,57:58.2,-27.322,,,,,,,,,,
336,Min,-28,57:59.6,,,,,,,,,,,
336,Max,-26.7,58:01.8,,,,,,,,,,,
337,Sample,-28.1,58:04.5,-28.334,,,,,,,,,,
337,Min,-28.9,58:06.0,,,,,,,,,,,
337,Max,-27.1,58:10.5,,,,,,,,,,,
338,Sample,-26.9,58:10.8,-26.93595506,,,,,,,,,,
338,Max,-26.6,58:13.4,,,,,,,,,,,
338,Min,-27.9,58:21.7,,,,,,,,,,,
339,Sample,-28,58:22.0,-28.10851064,,,,,,,,,,
339,Min,-28.7,58:24.6,,,,,,,,,,,
339,Max,-26.9,58:27.7,,,,,,,,,,,
340,Sample,-26.7,58:27.9,-27.40898876,,,,,,,,,,
340,Max,-26.6,58:28.5,,,,,,,,,,,
340,Min,-27.7,58:32.1,,,,,,,,,,,
341,Sample,-27.8,58:39.2,-27.68202765,,,,,,,,,,
341,Max,-27,58:44.5,,,,,,,,,,,
341,Min,-28.8,59:06.1,,,,,,,,,,,
342,Sample,-29.1,59:06.6,-29.65714286,,,,,,,,,,
342,Max,-29.1,59:06.6,,,,,,,,,,,
342,Min,-30.2,59:08.4,,,,,,,,,,,
343,Sample,-30.3,59:13.7,-30.00952381,,,,,,,,,,
343,Min,-30.4,59:14.0,,,,,,,,,,,
343,Max,-29.1,59:18.5,,,,,,,,,,,
344,Sample,-28.7,59:19.0,-28.89506173,,,,,,,,,,
344,Max,-28.5,59:19.7,,,,,,,,,,,
344,Min,-29.7,59:29.1,,,,,,,,,,,
345,Sample,-29.9,59:29.3,-30.5047619,,,,,,,,,,
345,Max,-29.9,59:29.3,,,,,,,,,,,
345,Min,-31,59:31.6,,,,,,,,,,,
346,Sample,-31.2,59:32.0,-30.79548872,,,,,,,,,,
346,Max,-30,59:36.4,,,,,,,,,,,
346,Min,-32.4,59:48.4,,,,,,,,,,,
347,Sample,-32.5,59:48.8,-32.19411765,,,,,,,,,,
347,Min,-32.6,59:49.2,,,,,,,,,,,
347,Max,-31.4,59:50.7,,,,,,,,,,,
348,Sample,-31.1,59:51.0,-31.09424084,,,,,,,,,,
348,Min,-32.1,59:57.1,,,,,,,,,,,
348,Max,-29.9,00:14.6,,,,,,,,,,,
349,Sample,-29.8,00:15.1,-30.23186813,,,,,,,,,,
349,Max,-29.8,00:15.1,,,,,,,,,,,
349,Min,-30.9,00:26.2,,,,,,,,,,,
350,Sample,-31,00:26.6,-31.26728972,,,,,,,,,,
350,Max,-30.2,00:32.5,,,,,,,,,,,
350,Min,-32.2,00:39.7,,,,,,,,,,,
351,Sample,-32.3,00:40.1,-32.71212121,,,,,,,,,,
351,Max,-32.3,00:40.1,,,,,,,,,,,
351,Min,-33.5,00:43.8,,,,,,,,,,,
352,Sample,-33.6,00:44.3,-33.23793103,,,,,,,,,,
352,Min,-33.6,00:44.3,,,,,,,,,,,
352,Max,-32.3,00:47.6,,,,,,,,,,,
353,Sample,-32,00:47.9,-31.86544503,,,,,,,,,,
353,Min,-33,00:55.5,,,,,,,,,,,
353,Max,-30.8,01:11.9,,,,,,,,,,,
354,Sample,-30.6,01:12.3,-31.13888889,,,,,,,,,,
354,Max,-30.6,01:12.3,,,,,,,,,,,
354,Min,-31.8,01:16.0,,,,,,,,,,,
355,Sample,-31.9,01:16.9,-31.28076923,,,,,,,,,,
355,Min,-31.9,01:16.9,,,,,,,,,,,
355,Max,-30.7,01:19.7,,,,,,,,,,,
356,Sample,-30.4,01:20.1,-31.04489796,,,,,,,,,,
356,Max,-30.3,01:20.5,,,,,,,,,,,
356,Min,-31.5,01:32.0,,,,,,,,,,,
357,Sample,-31.7,01:32.5,-31.54283966,,,,,,,,,,
357,Max,-30.5,01:37.6,,,,,,,,,,,
357,Min,-32.9,02:54.7,,,,,,,,,,,
358,Sample,-33.1,03:15.7,-32.69166667,,,,,,,,,,
358,Min,-33.4,03:16.4,,,,,,,,,,,
358,Max,-31.8,03:19.7,,,,,,,,,,,
359,Sample,-31.5,03:20.3,-31.84528302,,,,,,,,,,
359,Max,-31.1,03:21.4,,,,,,,,,,,
359,Min,-32.7,03:26.5,,,,,,,,,,,
360,Sample,-32.9,03:27.0,-32.45789474,,,,,,,,,,
360,Min,-33.2,03:27.7,,,,,,,,,,,
360,Max,-31.7,03:43.3,,,,,,,,,,,
361,Sample,-31.5,03:43.8,-31.93333333,,,,,,,,,,
361,Max,-31.4,03:44.5,,,,,,,,,,,
361,Min,-32.6,03:46.7,,,,,,,,,,,
362,Sample,-32.8,03:47.2,-32.40526316,,,,,,,,,,
362,Min,-33,03:47.9,,,,,,,,,,,
362,Max,-31.5,03:51.6,,,,,,,,,,,
363,Sample,-31.4,03:52.0,-32.08548387,,,,,,,,,,
363,Max,-31.4,03:52.0,,,,,,,,,,,
363,Min,-32.6,04:02.4,,,,,,,,,,,
364,Sample,-32.7,04:07.7,-32.81459159,,,,,,,,,,
364,Max,-31.7,04:56.0,,,,,,,,,,,
364,Min,-34,06:46.7,,,,,,,,,,,
365,Sample,-34.1,06:47.0,-33.43636364,,,,,,,,,,
365,Min,-34.1,06:47.0,,,,,,,,,,,
365,Max,-32.8,06:50.4,,,,,,,,,,,
366,Sample,-32.6,06:51.1,-33.06315789,,,,,,,,,,
366,Max,-32.6,06:51.1,,,,,,,,,,,
366,Min,-33.9,07:00.5,,,,,,,,,,,
367,Sample,-34,07:00.8,-33.29803922,,,,,,,,,,
367,Min,-34.1,07:01.3,,,,,,,,,,,
367,Max,-32.7,07:04.9,,,,,,,,,,,
368,Sample,-32.5,07:13.6,-33.21840491,,,,,,,,,,
368,Max,-32.5,07:13.6,,,,,,,,,,,
368,Min,-33.7,07:28.3,,,,,,,,,,,
369,Sample,-33.9,07:34.2,-33.95081352,,,,,,,,,,
369,Max,-32.6,07:39.5,,,,,,,,,,,
369,Min,-35.2,11:59.0,,,,,,,,,,,
370,Sample,-35.3,14:17.8,-34.66107855,,,,,,,,,,
370,Min,-35.7,15:24.7,,,,,,,,,,,
370,Max,-33.9,15:56.6,,,,,,,,,,,
371,Sample,-33.8,16:05.5,-33.49960159,,,,,,,,,,
371,Min,-34.5,16:11.1,,,,,,,,,,,
371,Max,-32.5,17:08.4,,,,,,,,,,,
372,Sample,-32.4,17:09.1,-32.12495667,,,,,,,,,,
372,Min,-33,17:28.9,,,,,,,,,,,
372,Max,-31.2,18:21.4,,,,,,,,,,,
373,Sample,-31.1,18:22.0,-30.66331471,,,,,,,,,,
373,Min,-31.4,18:25.5,,,,,,,,,,,
373,Max,-29.9,19:28.8,,,,,,,,,,,
374,Sample,-29.8,19:29.8,-29.38939052,,,,,,,,,,
374,Min,-30,19:33.2,,,,,,,,,,,
374,Max,-28.8,20:17.3,,,,,,,,,,,
375,Sample,-28.6,20:26.0,-28.1818408,,,,,,,,,,
375,Min,-28.8,20:29.9,,,,,,,,,,,
375,Max,-27.5,21:16.1,,,,,,,,,,,
376,Sample,-27.4,21:16.8,-27.02070707,,,,,,,,,,
376,Min,-27.6,21:19.3,,,,,,,,,,,
376,Max,-26.4,22:04.7,,,,,,,,,,,
377,Sample,-26.3,22:06.9,-25.84570707,,,,,,,,,,
377,Min,-26.4,22:09.2,,,,,,,,,,,
377,Max,-25.3,22:50.0,,,,,,,,,,,
378,Sample,-25.2,22:57.0,-24.70446429,,,,,,,,,,
378,Min,-25.2,22:57.0,,,,,,,,,,,
378,Max,-24.2,23:33.4,,,,,,,,,,,
379,Sample,-24.1,23:39.3,-23.69542484,,,,,,,,,,
379,Min,-24.2,23:40.5,,,,,,,,,,,
379,Max,-23.2,24:13.9,,,,,,,,,,,
380,Sample,-23.1,24:17.9,-22.66538462,,,,,,,,,,
380,Min,-23.1,24:17.9,,,,,,,,,,,
380,Max,-22.2,24:56.0,,,,,,,,,,,
381,Sample,-22.1,25:03.9,-21.66275072,,,,,,,,,,
381,Min,-22.2,25:04.7,,,,,,,,,,,
381,Max,-21.2,25:42.5,,,,,,,,,,,
382,Sample,-21.1,25:48.0,-20.70368098,,,,,,,,,,
382,Min,-21.1,25:48.0,,,,,,,,,,,
382,Max,-20.2,26:25.8,,,,,,,,,,,
383,Sample,-20.1,26:29.2,-19.68396739,,,,,,,,,,
383,Min,-20.1,26:29.2,,,,,,,,,,,
383,Max,-19.2,27:11.2,,,,,,,,,,,
384,Sample,-19.1,27:15.7,-18.65363322,,,,,,,,,,
384,Min,-19.1,27:15.7,,,,,,,,,,,
384,Max,-18.2,27:46.0,,,,,,,,,,,
385,Sample,-18.1,27:52.3,-17.6156051,,,,,,,,,,
385,Min,-18.2,27:53.1,,,,,,,,,,,
385,Max,-17.2,28:27.5,,,,,,,,,,,
386,Sample,-17.1,28:31.9,-16.66315789,,,,,,,,,,
386,Min,-17.2,28:32.3,,,,,,,,,,,
386,Max,-16.2,29:09.6,,,,,,,,,,,
387,Sample,-16.1,29:10.4,-15.67583643,,,,,,,,,,
387,Min,-16.2,29:12.4,,,,,,,,,,,
387,Max,-15.2,29:40.4,,,,,,,,,,,
388,Sample,-15.1,29:44.4,-14.7046595,,,,,,,,,,
388,Min,-15.1,29:44.4,,,,,,,,,,,
388,Max,-14.2,30:18.5,,,,,,,,,,,
389,Sample,-14.1,30:19.6,-13.68835341,,,,,,,,,,
389,Min,-14.2,30:20.0,,,,,,,,,,,
389,Max,-13.2,30:48.1,,,,,,,,,,,
390,Sample,-13.1,30:51.1,-12.68892734,,,,,,,,,,
390,Min,-13.2,30:51.7,,,,,,,,,,,
390,Max,-12.2,31:24.0,,,,,,,,,,,
391,Sample,-12.1,31:27.7,-11.73658537,,,,,,,,,,
391,Min,-12.2,31:28.1,,,,,,,,,,,
391,Max,-11.2,32:01.4,,,,,,,,,,,
392,Sample,-11.1,32:04.0,-10.67688889,,,,,,,,,,
392,Min,-11.1,32:04.0,,,,,,,,,,,
392,Max,-10.2,32:30.5,,,,,,,,,,,
393,Sample,-10.1,32:32.5,-9.784435798,,,,,,,,,,
393,Min,-10.2,32:32.7,,,,,,,,,,,
393,Max,-9.2,33:03.8,,,,,,,,,,,
394,Sample,-9.1,33:04.9,-8.675080906,,,,,,,,,,
394,Min,-9.2,33:05.3,,,,,,,,,,,
394,Max,-8.2,33:35.6,,,,,,,,,,,
395,Sample,-8.1,33:44.0,-7.588073394,,,,,,,,,,
395,Min,-8.2,33:45.0,,,,,,,,,,,
395,Max,-7.1,34:08.1,,,,,,,,,,,
396,Sample,-7,34:11.6,-6.624333333,,,,,,,,,,
396,Min,-7.1,34:11.9,,,,,,,,,,,
396,Max,-6.1,34:48.2,,,,,,,,,,,
397,Sample,-6,34:49.4,-5.567555556,,,,,,,,,,
397,Min,-6,34:49.4,,,,,,,,,,,
397,Max,-5.1,35:14.5,,,,,,,,,,,
398,Sample,-5,35:17.8,-4.638528139,,,,,,,,,,
398,Min,-5.1,35:18.3,,,,,,,,,,,
398,Max,-4.1,35:46.3,,,,,,,,,,,
399,Sample,-4,35:47.0,-3.558075601,,,,,,,,,,
399,Min,-4.1,35:47.5,,,,,,,,,,,
399,Max,-3.1,36:16.7,,,,,,,,,,,
400,Sample,-3,36:23.8,-2.49009901,,,,,,,,,,
400,Min,-3,36:23.8,,,,,,,,,,,
400,Max,-2.1,36:44.7,,,,,,,,,,,
401,Sample,-2,36:49.2,-1.574086379,,,,,,,,,,
401,Min,-2.1,36:49.9,,,,,,,,,,,
401,Max,-1.1,37:22.4,,,,,,,,,,,
402,Sample,-1,37:27.4,-0.620264317,,,,,,,,,,
402,Min,-1,37:27.4,,,,,,,,,,,
402,Max,-0.1,37:55.0,,,,,,,,,,,
403,Sample,0,37:56.1,0.333103448,,,,,,,,,,
403,Min,-0.1,37:56.9,,,,,,,,,,,
403,Max,0.9,38:30.2,,,,,,,,,,,
404,Sample,1,38:32.8,1.321180556,,,,,,,,,,
404,Min,0.9,38:33.2,,,,,,,,,,,
404,Max,1.9,39:07.9,,,,,,,,,,,
405,Sample,2,39:09.1,2.354006969,,,,,,,,,,
405,Min,1.8,39:11.4,,,,,,,,,,,
405,Max,2.9,39:41.2,,,,,,,,,,,
406,Sample,3,39:45.5,3.529616725,,,,,,,,,,
406,Min,3,39:45.5,,,,,,,,,,,
406,Max,3.9,40:09.7,,,,,,,,,,,
407,Sample,4,40:21.6,4.389583333,,,,,,,,,,
407,Min,4,40:21.6,,,,,,,,,,,
407,Max,4.9,40:51.7,,,,,,,,,,,
408,Sample,5,40:51.9,5.442,,,,,,,,,,
408,Min,4.9,40:54.2,,,,,,,,,,,
408,Max,5.9,41:18.6,,,,,,,,,,,
409,Sample,6,41:29.8,6.439035088,,,,,,,,,,
409,Min,6,41:29.8,,,,,,,,,,,
409,Max,6.9,41:55.9,,,,,,,,,,,
410,Sample,7,41:58.6,7.40615942,,,,,,,,,,
410,Min,6.9,41:58.9,,,,,,,,,,,
410,Max,7.9,42:29.3,,,,,,,,,,,
411,Sample,8,42:33.3,8.364976959,,,,,,,,,,
411,Min,8,42:33.3,,,,,,,,,,,
411,Max,8.9,43:00.3,,,,,,,,,,,
412,Sample,9,43:00.7,9.340939597,,,,,,,,,,
412,Min,8.9,43:01.8,,,,,,,,,,,
412,Max,9.9,43:33.3,,,,,,,,,,,
413,Sample,10,43:38.3,10.44279279,,,,,,,,,,
413,Min,10,43:38.3,,,,,,,,,,,
413,Max,10.9,44:05.8,,,,,,,,,,,
414,Sample,11,44:06.4,11.40625,,,,,,,,,,
414,Min,10.9,44:07.2,,,,,,,,,,,
414,Max,11.9,44:39.0,,,,,,,,,,,
415,Sample,12,44:46.8,12.39958333,,,,,,,,,,
415,Min,12,44:46.8,,,,,,,,,,,
415,Max,12.9,45:16.8,,,,,,,,,,,
416,Sample,13,45:17.2,13.32090164,,,,,,,,,,
416,Min,12.9,45:22.1,,,,,,,,,,,
416,Max,13.9,45:44.6,,,,,,,,,,,
417,Sample,14,45:48.0,14.23470032,,,,,,,,,,
417,Min,13.8,45:50.2,,,,,,,,,,,
417,Max,14.9,46:24.5,,,,,,,,,,,
418,Sample,15,46:27.9,15.35263158,,,,,,,,,,
418,Min,14.9,46:28.7,,,,,,,,,,,
418,Max,15.9,47:06.9,,,,,,,,,,,
419,Sample,16,47:08.8,16.42331081,,,,,,,,,,
419,Min,16,47:08.8,,,,,,,,,,,
419,Max,16.9,47:45.9,,,,,,,,,,,
420,Sample,17,47:46.2,17.38831169,,,,,,,,,,
420,Min,16.9,47:46.5,,,,,,,,,,,
420,Max,17.9,48:24.6,,,,,,,,,,,
421,Sample,18,48:25.1,18.4322884,,,,,,,,,,
421,Min,18,48:25.1,,,,,,,,,,,
421,Max,18.9,49:01.7,,,,,,,,,,,
422,Sample,19,49:05.5,19.4537931,,,,,,,,,,
422,Min,19,49:05.5,,,,,,,,,,,
422,Max,19.9,49:38.8,,,,,,,,,,,
423,Sample,20,49:42.1,20.43122677,,,,,,,,,,
423,Min,19.9,49:42.9,,,,,,,,,,,
423,Max,20.9,50:13.9,,,,,,,,,,,
424,Sample,21,50:16.2,21.43886926,,,,,,,,,,
424,Min,20.9,50:17.7,,,,,,,,,,,
424,Max,21.9,50:47.1,,,,,,,,,,,
425,Sample,22,50:52.0,22.39578313,,,,,,,,,,
425,Min,22,50:52.0,,,,,,,,,,,
425,Max,22.9,51:33.2,,,,,,,,,,,
426,Sample,23,51:33.9,23.43367003,,,,,,,,,,
426,Min,23,51:33.9,,,,,,,,,,,
426,Max,23.9,52:06.6,,,,,,,,,,,
427,Sample,24,52:11.4,24.47396694,,,,,,,,,,
427,Min,24,52:11.4,,,,,,,,,,,
427,Max,24.9,52:39.0,,,,,,,,,,,
428,Sample,25,52:42.1,25.40745763,,,,,,,,,,
428,Min,24.8,52:48.1,,,,,,,,,,,
428,Max,25.9,53:14.6,,,,,,,,,,,
429,Sample,26,53:19.4,26.47340824,,,,,,,,,,
429,Min,26,53:19.4,,,,,,,,,,,
429,Max,27,53:50.9,,,,,,,,,,,
430,Sample,27.1,53:53.2,27.50103448,,,,,,,,,,
430,Min,26.9,53:54.6,,,,,,,,,,,
430,Max,28.1,54:26.5,,,,,,,,,,,
431,Sample,28.2,54:29.9,28.61128049,,,,,,,,,,
431,Min,28.1,54:34.9,,,,,,,,,,,
431,Max,29.3,55:10.6,,,,,,,,,,,
432,Sample,29.4,55:11.3,29.81260274,,,,,,,,,,
432,Min,29.1,55:15.0,,,,,,,,,,,
432,Max,30.5,55:54.3,,,,,,,,,,,
433,Sample,30.6,55:57.4,31.16326034,,,,,,,,,,
433,Min,30.5,55:57.7,,,,,,,,,,,
433,Max,31.8,56:39.6,,,,,,,,,,,
434,Sample,31.9,56:49.3,32.50395683,,,,,,,,,,
434,Min,31.8,56:49.7,,,,,,,,,,,
434,Max,33.1,57:23.0,,,,,,,,,,,
435,Sample,33.2,57:24.5,33.69475138,,,,,,,,,,
435,Min,33.1,57:31.7,,,,,,,,,,,
435,Max,34.5,58:05.3,,,,,,,,,,,
436,Sample,34.6,58:10.1,35.11358025,,,,,,,,,,
436,Min,34.4,58:16.6,,,,,,,,,,,
436,Max,35.9,58:49.0,,,,,,,,,,,
437,Sample,36,58:50.9,36.68134111,,,,,,,,,,
437,Min,35.9,58:57.6,,,,,,,,,,,
437,Max,37.4,59:29.5,,,,,,,,,,,
438,Sample,37.5,59:34.3,38.22030848,,,,,,,,,,
438,Min,37.4,59:35.1,,,,,,,,,,,
438,Max,38.9,00:12.4,,,,,,,,,,,
439,Sample,39,00:23.4,39.8029703,,,,,,,,,,
439,Min,39,00:23.4,,,,,,,,,,,
439,Max,40.5,01:14.2,,,,,,,,,,,
440,Sample,40.6,01:14.4,41.3564557,,,,,,,,,,
440,Min,40.6,01:14.4,,,,,,,,,,,
440,Max,42.2,02:03.5,,,,,,,,,,,
441,Sample,42.3,02:04.3,43.02783505,,,,,,,,,,
441,Min,42.1,02:06.6,,,,,,,,,,,
441,Max,43.9,03:16.0,,,,,,,,,,,
442,Sample,44,03:17.8,44.79807692,,,,,,,,,,
442,Min,43.8,03:20.1,,,,,,,,,,,
442,Max,45.7,03:58.7,,,,,,,,,,,
443,Sample,45.8,04:03.9,46.66489362,,,,,,,,,,
443,Min,45.7,04:04.4,,,,,,,,,,,
443,Max,47.6,05:12.8,,,,,,,,,,,
444,Sample,47.8,05:15.4,48.63369565,,,,,,,,,,
444,Min,47.6,05:21.0,,,,,,,,,,,
444,Max,49.7,06:12.9,,,,,,,,,,,
445,Sample,49.8,06:13.4,50.66315789,,,,,,,,,,
445,Min,49.7,06:14.8,,,,,,,,,,,
445,Max,51.7,07:12.9,,,,,,,,,,,
446,Sample,51.8,07:15.8,52.87110609,,,,,,,,,,
446,Min,51.7,07:16.6,,,,,,,,,,,
446,Max,53.8,08:05.6,,,,,,,,,,,
447,Sample,53.9,08:11.8,55.00256959,,,,,,,,,,
447,Min,53.8,08:14.1,,,,,,,,,,,
447,Max,56,09:06.9,,,,,,,,,,,
448,Sample,56.2,09:10.7,57.22294372,,,,,,,,,,
448,Min,56,09:12.5,,,,,,,,,,,
448,Max,58.4,10:06.3,,,,,,,,,,,
449,Sample,58.5,10:09.0,59.49384886,,,,,,,,,,
449,Min,58.3,10:10.5,,,,,,,,,,,
449,Max,60.8,11:17.0,,,,,,,,,,,
450,Sample,60.9,11:20.9,61.97069597,,,,,,,,,,
450,Min,60.9,11:20.9,,,,,,,,,,,
450,Max,63.3,12:29.6,,,,,,,,,,,
451,Sample,63.4,12:30.0,64.63508772,,,,,,,,,,
451,Min,63.3,12:30.4,,,,,,,,,,,
451,Max,65.9,13:53.0,,,,,,,,,,,
452,Sample,66,13:56.4,67.31273345,,,,,,,,,,
452,Min,65.9,13:58.3,,,,,,,,,,,
452,Max,68.6,15:08.6,,,,,,,,,,,
453,Sample,68.7,15:10.8,69.91587057,,,,,,,,,,
453,Min,68.6,15:11.1,,,,,,,,,,,
453,Max,71.4,16:31.2,,,,,,,,,,,
454,Sample,71.5,16:32.8,72.74832402,,,,,,,,,,
454,Min,71.3,16:35.0,,,,,,,,,,,
454,Max,74.3,17:58.3,,,,,,,,,,,
455,Sample,74.4,18:03.2,75.71855389,,,,,,,,,,
455,Min,74.3,18:10.6,,,,,,,,,,,
455,Max,77.3,19:32.9,,,,,,,,,,,
456,Sample,77.4,19:35.6,78.90258303,,,,,,,,,,
456,Min,77.4,19:35.6,,,,,,,,,,,
456,Max,80.4,21:08.4,,,,,,,,,,,
457,Sample,80.5,21:18.4,82.21281741,,,,,,,,,,
457,Min,80.5,21:18.4,,,,,,,,,,,
457,Max,83.7,22:56.8,,,,,,,,,,,
458,Sample,83.8,23:02.8,85.46798419,,,,,,,,,,
458,Min,83.6,23:03.5,,,,,,,,,,,
458,Max,87.1,24:37.1,,,,,,,,,,,
459,Sample,87.2,24:38.6,88.83313468,,,,,,,,,,
459,Min,87.1,24:45.5,,,,,,,,,,,
459,Max,90.6,26:21.5,,,,,,,,,,,
460,Sample,90.8,26:24.5,92.51825641,,,,,,,,,,
460,Min,90.6,26:29.3,,,,,,,,,,,
460,Max,94.4,28:25.3,,,,,,,,,,,
461,Sample,94.5,28:27.6,96.76032165,,,,,,,,,,
461,Min,94.5,28:27.6,,,,,,,,,,,
461,Max,98.2,35:55.7,,,,,,,,,,,
462,Sample,98.3,36:26.8,98.51042264,,,,,,,,,,
462,Max,100.1,43:15.6,,,,,,,,,,,
462,Min,94.4,47:18.8,,,,,,,,,,,
463,Sample,94.3,47:27.0,92.50625521,,,,,,,,,,
463,Max,94.3,47:27.0,,,,,,,,,,,
463,Min,90.6,49:57.8,,,,,,,,,,,
464,Sample,90.5,49:58.5,88.82273106,,,,,,,,,,
464,Max,90.5,49:58.5,,,,,,,,,,,
464,Min,86.9,52:30.1,,,,,,,,,,,
465,Sample,86.8,52:30.3,85.1422895,,,,,,,,,,
465,Max,86.9,52:33.7,,,,,,,,,,,
465,Min,83.4,54:35.0,,,,,,,,,,,
466,Sample,83.3,54:43.9,81.63339676,,,,,,,,,,
466,Max,83.3,54:43.9,,,,,,,,,,,
466,Min,80,56:55.7,,,,,,,,,,,
467,Sample,79.9,56:56.8,78.2384083,,,,,,,,,,
467,Max,79.9,56:56.8,,,,,,,,,,,
467,Min,76.9,58:20.2,,,,,,,,,,,
468,Sample,76.7,58:46.3,75.64705882,,,,,,,,,,
468,Max,76.9,58:51.3,,,,,,,,,,,
468,Min,74,00:05.7,,,,,,,,,,,
469,Sample,72.9,00:05.9,71.92222222,,,,,,,,,,
469,Max,72.9,00:05.9,,,,,,,,,,,
469,Min,70.6,00:06.8,,,,,,,,,,,
470,Sample,69.9,00:07.1,68.63809524,,,,,,,,,,
470,Max,69.9,00:07.1,,,,,,,,,,,
470,Min,67.5,00:09.4,,,,,,,,,,,
471,Sample,67.1,00:09.8,63.07826087,,,,,,,,,,
471,Max,67.1,00:09.8,,,,,,,,,,,
471,Min,58,00:12.4,,,,,,,,,,,
472,Sample,57.2,00:12.7,56.04615385,,,,,,,,,,
472,Max,57.2,00:12.7,,,,,,,,,,,
472,Min,55,00:13.8,,,,,,,,,,,
473,Sample,54.2,00:14.4,50.97,,,,,,,,,,
473,Max,54.2,00:14.4,,,,,,,,,,,
473,Min,47.1,00:16.6,,,,,,,,,,,
474,Sample,46.8,00:16.9,45.91034483,,,,,,,,,,
474,Max,46.8,00:16.9,,,,,,,,,,,
474,Min,45.1,00:20.2,,,,,,,,,,,
475,Sample,44.9,00:20.6,44.56666667,,,,,,,,,,
475,Max,44.9,00:20.6,,,,,,,,,,,
475,Min,44.1,00:21.7,,,,,,,,,,,
476,Sample,44.1,00:21.8,,,,,,,,,,,
